"cset_id","company_name","country","website","region","stage","ai_pubs_since_2010","ai_pubs_in_top_conf_since_2010","ai_patents_since_2010","ai_pubs_since_2010_rank","ai_pubs_in_top_conf_since_2010_rank","ai_patents_since_2010_rank","market","crunchbase_uuid","crunchbase_url","aliases","grid_ids","permids","parents","included_subsidiaries","excluded_subsidiaries"
"","Sysco Corp","United States","http://sysco.com/","North America","Mature","8","0","0","294","273","565","NYSE:SYY, LSE:OLC6, BUE:SYY3, BER:SYY, FRA:SYY, MUN:SYY, STU:SYY, DEU:SYY, DUS:SYY, MEX:SYY*, BRN:SYY, SAO:S1YY34","198f4913-7461-779c-0052-f9430805f644","https://www.crunchbase.com/organization/sysco","Sysco; Sysco Corporation","","4295905023","","",""
"","Bay Labs, Inc.","United States","http://www.captionhealth.com/","North America","Growth","7","0","7","308","273","227","","8793eac6-42bf-fa13-bcf8-a2812f00cdc7","https://www.crunchbase.com/organization/bay-labs-inc","Caption Health; Caption Health Inc","","5016455377","","",""
"","Aetna","United States","http://aetna.com","North America","Mature","7","0","4","308","273","291","NYSE:AET","10876542-f5ef-1ba5-23fc-232a5b53f10d","https://www.crunchbase.com/organization/aetna","Aetna Inc","grid.413341.0","4295903286","Cvs (Acquired)","",""
"","Nash","Liechtenstein","https://nash.io","Europe","Startup","7","0","4","308","273","291","","10ae9f3b-c0bb-4d23-9be7-172b3874c3fa","https://www.crunchbase.com/organization/nash-c3fa","Nash Exchange; Neon Exchange; Neon Exchange Ag; Nex; Nex (Neon Exchange)","","5065978363","","",""
"","DXC Technology","United States","http://www.dxc.technology/","North America","Mature","7","0","4","308","273","291","NYSE:DXC, LSE:0I6U, FRA:2XT","6109ec65-1597-bc71-b2db-b21b57d7c106","https://www.crunchbase.com/organization/dxc-technology","(Isi) Image Solutions, Inc; Computer Sciences Corporation; DXC Technology Co","grid.507570.0","5054883975","","",""
"","Atomwise","United States","http://www.atomwise.com/","North America","Growth","7","0","3","308","273","328","","e7b3789f-cc33-4247-f663-ee3ae47a504d","https://www.crunchbase.com/organization/atomwise","Atomwise, Inc","","5046045925","","",""
"","Houzz","United States","http://www.houzz.com","North America","Mature","7","0","2","308","273","375","","cafdc641-43e1-54e1-6aee-170f91005d6a","https://www.crunchbase.com/organization/houzz","Houzz Inc","","5038055748","","",""
"","Whirlpool Corp.","United States","https://www.whirlpoolcorp.com/","North America","Mature","7","0","2","308","273","375","NYSE:WHR","2b03a6cd-f28c-d9a9-62d4-b5579f476cf3","https://www.crunchbase.com/organization/whirlpool","Whirlpool; Whirlpool Corporation","grid.467606.5, grid.480454.9, grid.472751.2, grid.465095.b, grid.439087.1, grid.481787.5","4295905337","","",""
"","Aira","United States","https://aira.io/","North America","Growth","7","0","1","308","273","440","","99083005-9388-f60c-67a8-2949c0cc0995","https://www.crunchbase.com/organization/aira","Aira Tech; Aira Tech Corp","","5045849318","Blue Diego Investments Group (Acquired)","",""
"","Humana Inc","United States","https://www.humana.com/","North America","Mature","7","0","1","308","273","440","NYSE:HUM, FRA:HUM, LSE:0J6Z","ec051f41-7cee-4f06-9be2-a44e46813cdc","https://www.crunchbase.com/organization/humana","Humana; Humana, Inc","grid.417716.2","4295904196","","",""
"","Aecom","United States","https://aecom.com/","North America","Mature","7","0","1","308","273","440","FRA:E6Z, LSE:0H9N, NYSE:ACM, NYQ:ACM, ASE:ACM","b6a09bde-184a-a6ed-7d3d-150d5ad95d2f","https://www.crunchbase.com/organization/aecom","2020 Aecom; Edaw","grid.420742.7, grid.450758.b, grid.432502.2, grid.421238.e","4295903417","","",""
"","New Knowledge","United States","https://www.newknowledge.com/","North America","Growth","7","0","0","308","273","565","","5e300309-92e8-b336-d832-a65581e14b60","https://www.crunchbase.com/organization/popily","Popily; Poplil Inc; Yonder","","5060642390","","",""
"","Hilton Worldwide Holdings Inc.","United States","https://www.hilton.com/","North America","Mature","7","0","0","308","273","565","NYSE:HLT","44195bc1-8e0e-df5a-0523-47e2cef379b0","https://www.crunchbase.com/organization/hilton-worldwide","Hilton; Hilton Hotels Corporation; Hilton Worldwide","","5040250025","","",""
"","Laboratory Corp. of America Holding","United States","https://www.labcorp.com","North America","Mature","7","0","0","308","273","565","NYSE:LH, LSE:0JSY, FRA:LAB","254907f8-216b-42d2-016d-a4ddefbbdcf9","https://www.crunchbase.com/organization/laboratory-corporation-of-america","Labcorp; Laboratory Corporation Of America; Laboratory Corporation Of America Holdings","grid.419316.8","4295911969","","",""
"","PCI","China","pcitech.com","Asia","Mature","6","0","11","331","273","178","SSE:600728","a90f00e9-9699-4cfa-9d76-b41e8e4c2de8","https://www.crunchbase.com/organization/pci-suntek-technology","Jiadu Suntektech Co., Ltd; Jiadu Technology; Pci-Suntek Technology; 佳都; 佳都新太科技股份有限公司; 佳都科技","","4295865128","","",""
"","NetApp","United States","http://www.netapp.com/","North America","Mature","6","0","11","331","273","178","NASDAQ:NTAP, LSE:0K6F, FRA:NTA","bbd3ae58-58e2-d81c-42bf-97d4a07ac0d1","https://www.crunchbase.com/organization/netapp","Net App; Netapp, Inc","grid.471211.0","4295907376","","",""
"","HuJiang","China","http://en.huiyihuiying.com/","Asia","Growth","6","0","3","331","273","328","","a91e737a-7ce2-4c6e-829f-11a052e75f8d","https://www.crunchbase.com/organization/huiyihuiying","Huiyi Huiying; Huiying Medical Technology (Beijing) Co., Ltd; Huiying Medical Technology Beijing Co Ltd; 慧影医疗科技（北京）有限公司; 汇医慧影","","5052159826","","",""
"","Intellectual Ventures Laboratory","United States","https://www.intellectualventures.com/what-we-do/iv-lab/","North America","Unknown","6","0","3","331","273","328","","","https://www.crunchbase.com/organization/intellectual-ventures","Intellectual Ventures; Iv Lab","grid.471104.7, grid.473158.c","4297892018","Intellectual Ventures","",""
"","DeepSig","United States","http://www.deepsig.io","North America","Growth","6","0","3","331","273","328","","4302acb9-8002-4d2c-a72e-ff44adb5e2e7","https://www.crunchbase.com/organization/deepsig-inc","Deepsig Inc","","5064895426","","",""
"","Viz.ai","United States","https://www.viz.ai/","North America","Growth","6","0","2","331","273","375","","e2ce98c2-b0c7-3472-dcfa-0c19b75fdb35","https://www.crunchbase.com/organization/viz","Viz; Viz.Ai Inc; Vizai Inc","","5052136552","","",""
"","Allergan, plc","United States","https://www.allergan.com/","North America","Mature","6","0","1","331","273","440","NYSE:AGN","3fd92a77-6fd0-6c41-86df-db8dc9fe09df","https://www.crunchbase.com/organization/allergan","Allergan; Allergan Pharmaceuticals, Inc","grid.472734.1, grid.476114.1, grid.488283.d, grid.476758.f, grid.476065.6, grid.467197.a, grid.474767.1, grid.488252.1, grid.482375.f, grid.492640.d, grid.476108.c, grid.417882.0","5040050523","AbbVie (Acquired)","",""
"","Vertex Pharmaceuticals Inc","United States","https://www.vrtx.com/","North America","Mature","6","0","1","331","273","440","NASDAQ:VRTX, LSE:0QZU, FRA:VX1","83736774-ccac-0c60-42f4-b77f409c2069","https://www.crunchbase.com/organization/vertex-pharmaceuticals","Vertex Pharmaceuticals; Vertex Pharmaceuticals Incorporated","grid.422219.e, grid.438995.a, grid.476839.7","4295908317","","",""
"","Aqr Capital Management","United States","https://www.aqr.com/","North America","Unknown","6","0","0","331","273","565","","042e7ae1-ee59-a406-72e4-de1f78d962ec","https://www.crunchbase.com/organization/aqr","Aqr; Aqr Capital Management Llc","","5000068471","","",""
"","Insight Data Science","United States","http://insightdatascience.com/","North America","Growth","6","0","0","331","273","565","","2f27de04-6b8a-871d-c3e4-c7c5791efe25","https://www.crunchbase.com/organization/insight-data-science?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Insight; Noteleaf Inc","","5059256943","","",""
"","Jump Trading Llc","United States","http://www.jumptrading.com/","North America","Unknown","6","0","0","331","273","565","","aeb24128-b2f6-a480-3607-6e684bac2208","https://www.crunchbase.com/organization/jump-trading-llc","Jump Trading; Jump Trading, Llc","","5000723698","","",""
"","Ready!","United States","http://ready.ai/","North America","Unknown","6","0","0","331","273","565","","","","Ready.Ai","","","","",""
"","SpaceX","United States","https://www.spacex.com/","North America","Mature","6","0","0","331","273","565","","2372e88e-240a-a19c-c549-bd262c670ee1","https://www.crunchbase.com/organization/space-exploration-technologies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Space Exploration Technologies Corp; Space Exploration Technologies Corporation","grid.499343.0","4297144968","","",""
"","Occidental Petroleum","United States","http://www.oxy.com/","North America","Mature","6","0","0","331","273","565","NYSE:OXY","9509565a-0caf-7bc2-b702-226fac83e62b","https://www.crunchbase.com/organization/occidental-petroleum-corporation","Occidental; Occidental Petroleum Corp; Occidental Petroleum Corporation; Occidental Petroleum Corporation (Nyse: Oxy); Oxy","grid.419847.7, grid.498612.0","4295904645","","",""
"","Analytic Services Inc","United States","http://www.anser.org/","North America","Unknown","6","0","0","331","273","565","","9b5d8ac7-a4dd-dee9-387c-f05abe314a11","https://www.crunchbase.com/organization/anser-corp","Analytical Services; Anser; Anser Corp","grid.486862.6","4297392668","","",""
"","Kneron","United States","http://www.kneron.us","North America","Growth","5","0","22","357","273","130","","3e670c29-f761-45c6-b6ad-7c47c526ab29","https://www.crunchbase.com/organization/kneron","Kneron, Inc; Shenzhen Kneron Artificial Intelligence Co Ltd; 上海擎朗智能科技有限公司; 耐能","","5059048766","","",""
"","Equifax Inc.","United States","https://www.equifax.com/","North America","Mature","5","0","13","357","273","169","NYSE:EFX, FRA:EFX, LSE:0II3","4248ffc8-f4fb-8d83-c13e-7fce6c09af74","https://www.crunchbase.com/organization/equifax?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Equifax; Equifax, Inc; Talx","","4295903939","","",""
"","Becton Dickinson","United States","http://www.bd.com/","North America","Mature","5","0","11","357","273","178","SWX:BDX, NYSE:BDX","392fdecd-e8fb-2391-e13b-980bfa6c818f","https://www.crunchbase.com/organization/becton-dickinson?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Bd; Becton, Dickinson And Co; Becton, Dickinson And Company","grid.418255.f, grid.433971.b, grid.481595.4, grid.469886.d, grid.497512.c, grid.472755.6, grid.482327.8, grid.472765.5","4295903533","","",""
"","Kyndi","United States","http://www.kyndi.com/","North America","Growth","5","0","6","357","273","241","","0e07413a-8ec5-feb2-3bb4-fc194aa04ca5","https://www.crunchbase.com/organization/kyndi","Kyndi Inc; Kyndi, Inc","","5046394294","","",""
"","Ball Corp","United States","http://ball.com/","North America","Mature","5","0","4","357","273","291","NYSE:BLL, FRA:BL8, LSE:0HL5","d310b67f-3a94-e0ea-51cc-5eb263bbafa1","https://www.crunchbase.com/organization/ball-corporation-altrista","Ball Corporation","grid.426889.9, grid.481730.9, grid.437336.6, grid.481729.1, grid.474455.3","4295903520","","",""
"","iDriver+","China","https://idriverplus.com/","Asia","Growth","5","0","2","357","273","375","","d70474c2-de8d-42e3-99e8-06d4cd1e4411","https://www.crunchbase.com/organization/idriverplus","Beijing Idriverplus Technology Co., Ltd; Beijing Zhixing Technology Co., Ltd; Beijing Zhixingren Technology Co., Ltd; Idriverplus; 北京智行者科技有限公司; 智行者","","5064695182","","",""
"","Phantom AI","United States","http://www.phantom.ai","North America","Growth","5","0","2","357","273","375","","4e2f9e42-de9e-47f3-a620-aeec16e1f1b0","https://www.crunchbase.com/organization/phantom-ai","Phantom Ai Inc; Phantom Ai, Inc","","5071000724","","",""
"","Ghost Locomotion","United States","https://www.driveghost.com/","North America","Mature","5","0","2","357","273","375","","fae71ab4-2def-4b35-8632-2c0d5e7d3cca","https://www.crunchbase.com/organization/ghost-locomotion","Ghost; Ghost Locomotion, Inc","","5065321076","","",""
"","Woodward Inc","United States","https://www.woodward.com/home","North America","Mature","5","0","2","357","273","375","NASDAQ:WWD","f232381d-9f6d-0d2d-3a44-7b646e756855","https://www.crunchbase.com/organization/woodward","Woodward; Woodward, Inc","grid.481786.4, grid.474777.0, grid.435491.e","4295908500","","",""
"","Medopad","United Kingdom","http://www.medopad.com","Europe","Growth","5","0","1","357","273","440","","b741c5f3-ebc6-1c53-6f1e-8fbdbd028a79","https://www.crunchbase.com/organization/medopad","Huma; Huma Therapeutics Ltd; Medopad Ltd","","5042172471","","",""
"","McKinsey & Company","United States","http://www.mckinsey.com","North America","Unknown","5","0","1","357","273","440","","568b48b2-3f1e-4bd9-6921-b6d2e712fd20","https://www.crunchbase.com/organization/mckinsey-company?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Mckinsey; Mckinsey & Company, Inc","grid.469968.c, grid.479507.8, grid.505587.a","4298538029","","",""
"","Technipfmc","United Kingdom","http://www.fmctechnologies.com/","Europe","Mature","5","0","1","357","273","440","NYSE:FTI, LSE:0RMV, FRA:1T1","1b121e62-c844-9f8e-37f3-74075f54b8f1","https://www.crunchbase.com/organization/technip-paris","FMC Technologies; FMC Technologies Inc; Technip; Technip Paris; TechnipFMC PLC","grid.472841.c, grid.433571.7","5000034531","","",""
"","Elbit Systems Ltd","United States","http://www.elbitsystems.com/","North America","Mature","5","0","1","357","273","440","FRA:EB2, NASDAQ:ESLT, TLV:ESLT","9f0f9340-23bf-fccc-4b46-a9bb05bb4dea","https://www.crunchbase.com/organization/elbit-systems","Elbit Systems; Elbit Systems Ltd","grid.434471.1","4295875072","Beyonics Technology","",""
"","Odyssey Systems Consulting Group Ltd","United States","www.odysseyconsult.com/n","North America","Unknown","5","0","1","357","273","440","","f2c060e0-8503-4cba-8f19-72568bf62079","https://www.crunchbase.com/organization/odyssey-systems","Odyssey; Odyssey Systems; Odyssey Systems Consulting Group, Ltd","","4297565982","","",""
"","Physical Optics Corp","United States","http://www.poc.com/","North America","Unknown","5","0","1","357","273","440","","2d452f91-286a-a01d-ed69-6dd716db3d54","https://www.crunchbase.com/organization/physical-optics-corporation","Physical Optics Corporation; Poc","grid.281112.9","4296018738","","",""
"","Shield AI","United States","http://www.shield.ai","North America","Growth","5","0","0","357","273","565","","c4396463-b910-f125-3f0b-6c3857a58b42","https://www.crunchbase.com/organization/shield-ai","Shield; Shield Ai, Inc","","5050996365","","",""
"","Adaptive Biotechnologies Corp.","United States","http://adaptivebiotech.com/","North America","Mature","5","0","0","357","273","565","NASDAQ:ADPT","6536a15e-f86b-bf7a-b39d-ba4e26aac014","https://www.crunchbase.com/organization/adaptive-biotechnologies","Adaptive Biotechnologies; Adaptive Biotechnologies Corporation; Adaptive Tcr","grid.421940.a","5000627106","","",""
"","DeepHealth","United States","https://www.deephealth.io/","North America","Unknown","5","0","0","357","273","565","","f1090ce2-e335-412d-a5f1-cd39b480c6cb","https://www.crunchbase.com/organization/deephealth","Deephealth, Inc","","","Radnet (Acquired)","",""
"","Mathematica Policy Research","United States","https://www.mathematica.org/","North America","Unknown","5","0","0","357","273","565","","6bb9e6a0-8db8-865d-72c1-59960e041d12","https://www.crunchbase.com/organization/mathematica-policy-research","Mathematica; Mathematica Policy Research Inc; Mathematica, Inc","grid.419482.2","4297495964","","",""
"","Med Data Quest","United States","http://www.meddataquest.com/","North America","Unknown","5","0","0","357","273","565","","","","Mdq; Meddataquest","grid.459753.9","","","",""
"","Thornton Tomasetti","United States","http://www.thorntontomasetti.com","North America","Unknown","5","0","0","357","273","565","","5f5625f0-7472-b0b1-6de9-402f6fa954ec","https://www.crunchbase.com/organization/thornton-tomasetti?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","grid.505385.e","5062149416","","",""
"","Typical Set","United States","https://www.voleon.com/","North America","Unknown","5","0","0","357","273","565","","bedb81b6-4607-e962-5f9a-9b3890d826c8","https://www.crunchbase.com/organization/the-voleon-group","The Voleon Group; Voleon Capital Management; Voleon Capital Management Llc; Voleon Capital Management Lp; Voleon Group","","5000684901","","",""
"","Ubisoft Toronto","Canada","https://toronto.ubisoft.com/","North America","Unknown","5","0","0","357","273","565","","f24857b3-5910-4cec-b4b8-c58413ed6862","https://www.crunchbase.com/organization/ubisoft-toronto","Ubisoft; Ubisoft Entertainment; Ubisoft Toronto Inc","grid.451386.d, grid.497238.3","5036795982","Ubisoft","",""
